Employee ID,Job Title,Years in Role,Performance Rating,Promotion,Satisfaction Level,Job Stability,Salary Growth Rate
f46cca3a-7b3a-4ee6-91b9-f71bad6b3a80,Marketing Manager,5,9,Yes,7,Yes,7.081950396963772
4dc0d8c6-cae1-4b2e-8578-cf44e5934c8f,Data Scientist,1,6,Yes,9,No,11.20918182559219
05b8dfa1-dfff-46f1-aa4f-faffdcdfe902,HR Specialist,6,4,No,6,No,6.39143544010861
d06b51cc-7463-4f99-9dcc-f81568be549b,Marketing Manager,5,3,No,6,Yes,16.873672583102127
09a4a9e1-97c2-4401-b5a1-0435de8cce03,HR Specialist,3,1,Yes,1,Yes,9.302701909297088
c64acfee-1bd2-4dbc-be5f-0b30b6f48f05,Marketing Manager,6,9,No,7,Yes,15.164893044994223
303098ce-8c9b-4ffd-8c51-db82ba0fcf4a,Marketing Manager,5,6,No,5,Yes,11.616310605428204
2ffc8cea-3b87-44fc-8f06-d5bb9e008af3,HR Specialist,6,1,No,5,Yes,18.72112653466938
0c8218ff-00cc-4440-a674-b375ea106416,Software Engineer,7,2,No,9,Yes,17.224950180778496
e99cfc7a-0844-43b3-a8e3-8f46d594a1fc,HR Specialist,2,3,No,7,Yes,14.926163876673733
f3bd73b1-a65f-4403-a282-502d52db9730,Product Manager,5,10,No,5,Yes,9.819095751501191
1eaf2c87-e676-4779-8029-81b4d68dc0ec,Marketing Manager,3,9,Yes,5,Yes,15.317112491822245
94d0ec97-ed76-4f6c-bc37-72c9532ef63b,Software Engineer,3,10,No,2,Yes,17.905683260995332
4fe91d11-f9db-4bdf-8ab5-5c10e3c68e79,HR Specialist,1,10,No,7,Yes,14.12478566001704
d002e41c-4721-42c2-ab21-c0732c4a1a63,Software Engineer,7,7,No,8,Yes,5.488836852113289
136fd95b-078c-41ab-86c6-675dc879fc1a,HR Specialist,5,4,No,8,Yes,12.330267224532216
da138fe7-0868-41a5-b5f2-7b3d0b4db6c0,Marketing Manager,9,10,No,1,No,13.829552339689066
87cf6945-d0e6-4fa5-a406-db3117e6119d,Marketing Manager,3,4,No,9,No,10.139844279202954
3fe7c896-e190-4f01-817f-961eed3b24e0,Product Manager,1,8,Yes,9,Yes,10.078908609032744
85ef2044-ac59-4bc5-a3ba-4322692d9e6c,Product Manager,9,7,No,9,Yes,11.705588901199324
51e71722-ef05-4a9f-b95e-1628e248fc16,Marketing Manager,4,1,No,2,Yes,6.28515163248914
4a60ebde-deaf-4615-9c98-186a6711404c,Data Scientist,7,7,No,5,Yes,7.96939024837817
70100953-1e0c-4151-bf07-17189a7feded,Marketing Manager,5,4,No,7,No,16.387560366032595
3972fdd8-3224-464e-a256-3094d6a95e9e,Product Manager,4,7,No,2,Yes,7.578658481918639
6de6abe2-d8af-42b4-a234-a356e726fdbf,Marketing Manager,6,4,Yes,10,Yes,10.646704309446541
1eeb60ad-eed8-4014-83ed-5c44aaf43ddf,Data Scientist,8,5,No,1,No,13.950832501613386
396a33ff-4e93-41f3-898d-e3c7a1cd2777,Data Scientist,5,10,No,9,No,6.447081046369613
69b9fba2-a5bd-4f81-b9c4-fa4cf796dc00,HR Specialist,6,5,No,8,Yes,5.25741270655981
3335a23f-5da8-46a1-a825-41f85c5133a6,HR Specialist,5,6,No,2,Yes,5.268967665028477
079d6f16-1b8d-4ec3-9b2f-7d146c78de6f,Data Scientist,6,2,No,8,No,12.80612611198999
f2b9ca99-d78d-4821-a621-4ac089246bf3,Marketing Manager,10,6,No,5,No,17.501117860171348
ce043667-fbbf-4121-a4c6-8800c3f71cd7,Product Manager,1,3,No,6,Yes,14.75844507694428
d621abda-3958-4bc1-9eb0-da317bfab07e,Data Scientist,8,10,Yes,2,Yes,8.477409060720458
20199d1a-85d3-4e25-8cb4-c9eb7e655176,Product Manager,1,7,Yes,7,No,17.99131910103428
6c86731c-1a41-4aa6-8333-8a4702ac1a25,Data Scientist,10,3,Yes,2,No,12.753496523232233
894af96a-d67c-4f89-a4ef-7657dd07b8c6,Data Scientist,5,2,No,6,Yes,6.5722470635518135
96f34f28-d94e-498f-808f-5194fe252908,Product Manager,9,3,No,1,Yes,9.853709346210545
d988ecce-80d3-46a6-8edf-2c0a97cbcc06,Software Engineer,9,2,Yes,1,No,19.337451905064512
a90668a2-588e-49a8-b4d8-4341d0850c12,Marketing Manager,6,10,Yes,5,Yes,15.481231112312638
eeff8ed0-ef90-4539-9fd1-d2e1e2487411,HR Specialist,6,6,No,5,Yes,12.607703355375541
e807c7fd-b9da-4ec3-bb99-ff44c093259c,HR Specialist,7,6,No,6,Yes,10.305185327266482
18f98aff-3fc6-4740-b5d0-34dcffa90470,Marketing Manager,2,7,Yes,2,Yes,7.5531314251561
063534cf-1428-44f3-a554-8b1d9b41dbf5,Software Engineer,5,10,No,5,No,6.352827184531532
26018c4b-2963-48d0-b2e5-478e336099d7,Marketing Manager,2,3,No,4,Yes,13.133350041864318
c29c99b6-ff47-414d-80de-ec9413d4ebbf,Product Manager,1,2,No,10,Yes,12.445030008003048
aa736318-34d9-428d-9a64-0ad4cc086db6,Software Engineer,2,10,No,9,Yes,7.736177267567586
7279bf74-5186-4083-92de-5d9dbbc831e3,Software Engineer,1,6,No,9,Yes,5.061957651330289
e6dce79a-acd2-49cc-a82a-5e3535d1d68a,Product Manager,4,6,No,1,No,19.619997836967052
c30a720b-033b-4264-8787-10c2ae9ab496,Software Engineer,6,6,No,4,No,18.934231494346175
7629a1c4-3105-44c6-84d2-b5c874b014fd,HR Specialist,8,5,No,9,Yes,11.459723201319001
d4ba882f-7490-437d-b7a3-79dc9b965a3c,HR Specialist,1,10,Yes,7,No,9.904270402553248
1eaffa95-65e3-4d52-b732-d84790c63e53,Data Scientist,4,8,No,5,Yes,8.283623071392007
8be28236-ab1b-4004-9943-069e5ea4d794,Product Manager,4,2,No,10,No,10.559525763502393
26fb4615-5603-4b0c-877c-5d748497f33e,Data Scientist,5,1,No,1,No,18.364884423015617
3f28bd6b-4a86-40b2-b88d-b9f175dfcdb0,Data Scientist,3,5,No,2,No,19.09002608926793
bc2f3db3-0422-4510-b0ed-2c901d17b2f1,Software Engineer,3,5,No,5,Yes,17.799744013691857
35583782-692e-4f40-a9a8-28e10dbbcab1,Software Engineer,5,5,Yes,4,No,6.017996501703887
926ccf91-1126-4cb1-8e44-b1f3f010eb36,Software Engineer,3,5,Yes,10,No,8.055872790264404
89f97499-0e85-42e3-8c57-cda7ec790446,Marketing Manager,8,5,No,8,Yes,9.889363255116827
e36446de-b550-44ef-8c9c-1d6445e5c78c,Software Engineer,9,2,No,7,No,15.33863271403297
30578d75-9628-4f03-94a4-463bd6024873,HR Specialist,2,3,No,9,Yes,5.827309976145504
b607d0e5-d646-4022-91fa-b75d6d2ff641,Data Scientist,7,4,No,9,No,6.291677154982809
b4d74f24-5e6c-4aac-a133-9f1473d65d28,Product Manager,3,1,Yes,1,Yes,7.281627272366526
e4d7d1f4-1068-44f0-a450-28e5c68216e6,Data Scientist,7,1,No,3,No,7.22140519657896
85b7fe32-7ca6-40ab-b5ad-12e79de2042e,Product Manager,4,10,No,7,No,6.629139338818971
b15c1b12-9de6-47ae-bb02-82c72bc3bbb1,HR Specialist,1,10,No,3,Yes,8.741638543523775
94488ad8-310d-4a41-92a8-faa403a06337,Marketing Manager,5,2,Yes,5,No,8.62174764100396
6cb5567c-5aeb-48cb-9205-235de0f8956d,Product Manager,6,8,Yes,7,No,11.406334921357125
df10db01-089e-4fec-b0f4-c5da3989a96f,Data Scientist,1,4,Yes,1,Yes,13.12963578428136
2743b675-fc54-4f9d-a25c-8226896c08f4,Marketing Manager,3,8,No,10,No,15.387587224197855
f681813a-bdae-4aa6-a258-04092f44c27a,Product Manager,6,4,Yes,3,No,7.327098426113075
ac99a7ac-0d97-4da2-a567-fb0a756328d9,Software Engineer,5,9,Yes,1,No,15.190099786614303
13a8dbb1-8ce6-4fbf-8999-b68349bb9199,Data Scientist,5,6,No,7,Yes,8.641355688667424
616bdd99-6229-48ed-a52b-d0ddd09b85e1,Data Scientist,4,6,No,2,No,11.423285420742289
14e3cb6b-f900-4451-8795-2f09d2d9d13a,Data Scientist,3,7,No,3,Yes,12.975951714654968
ce2aa29c-de12-4f6f-9f9f-3e5791faf150,Data Scientist,9,3,No,3,Yes,9.193899022339966
caf215b0-0e8e-41a6-bce3-7af18515b884,Marketing Manager,4,7,Yes,4,Yes,7.071817821307986
d207b03b-9034-4651-ab77-4d5adc400067,Marketing Manager,5,9,Yes,10,Yes,6.231685651479564
21ecb3d3-b1b2-428e-915c-d51636c2ce20,Data Scientist,3,9,No,10,No,10.146344674025713
8b5769a0-e077-4e90-9706-e0b79c30300c,HR Specialist,4,1,Yes,2,No,7.447747765911571
07fb6e75-5a67-45e3-8707-b37760bea71d,Marketing Manager,7,2,No,6,Yes,14.812873852748032
54ddf27c-5bf0-41f9-b69c-0b3e909b3e86,HR Specialist,5,10,Yes,4,No,10.585924630514945
d76d11d4-b8f3-4eda-8ccb-bf1b82800b3e,HR Specialist,10,5,Yes,1,No,5.479657488828933
7fd9578a-65de-43c6-af86-f59170d5cfbf,Software Engineer,5,5,No,2,No,13.435027594975132
a6970f57-6ec0-40a1-b1c8-efdce5691d5d,Data Scientist,7,2,No,5,Yes,14.985060159612118
d8a16eaf-cd51-4d65-a568-23444ef4587d,HR Specialist,6,3,No,1,No,8.852752783345082
39830a93-c748-4168-8c2a-5e1d8cdb69d0,Software Engineer,3,6,No,5,Yes,13.724700706727411
d140e6a7-9ddf-488d-8660-02b85e6a2024,Product Manager,7,9,Yes,3,No,16.49831394868832
08a86108-1d2a-451e-afa4-91570e69e50e,HR Specialist,1,3,Yes,7,Yes,7.020507412754894
5bf461e1-5317-49db-9dda-a048a898c1ec,Product Manager,6,8,Yes,3,Yes,19.931179025522326
a48fcd12-a4bf-43cc-bfd7-7a18c4428862,Data Scientist,2,9,No,5,Yes,17.19956769063066
5e767867-2efb-4909-a930-fb3fc1d83203,Software Engineer,3,2,Yes,3,No,7.520148126879808
e1b074ba-95ff-43f4-abc5-fadf17cac959,HR Specialist,9,9,No,6,Yes,6.862558134742784
8cca8e31-874d-41c2-8064-42a672d1f262,Product Manager,7,2,No,10,No,8.931378896171786
a1822274-975c-4186-ab37-16dba51d1ee7,Data Scientist,3,8,No,3,No,6.482005730608309
c960041f-207a-4b01-9d93-9fc350ac5bee,Marketing Manager,8,3,No,8,No,13.440534878864787
7f71bfc2-bec8-4422-802d-1eddcfc4e856,Data Scientist,5,5,Yes,2,Yes,8.58890858920796
56f16983-956c-4b22-bed8-a20b62b3cd6f,HR Specialist,4,8,No,8,Yes,9.217155142760085
a29a8fb1-a3bc-4fb4-b9cf-c51eea839fa2,Software Engineer,4,2,No,4,Yes,10.150358583842927
715337c9-1732-424b-8ffe-7b160ba0bee8,Software Engineer,10,9,No,3,Yes,5.695498275135382
81c8efae-7ba9-4558-ae14-492e9229dd90,Marketing Manager,10,5,No,8,Yes,12.111291898414278
2f7bfc5a-af1f-4b5f-b1f6-b3f6d42e1820,Marketing Manager,3,10,No,7,Yes,16.600479614139537
2cc83d66-767d-40e7-b2e6-6590fc38bff8,Data Scientist,7,5,No,7,Yes,18.214971469157067
87a3178a-b981-4d1e-a35f-1ce4e04b45ed,Data Scientist,7,2,No,6,Yes,7.197253436403841
23f796bb-9e08-4adc-a877-7b731a0227b8,Product Manager,2,5,No,7,Yes,14.114518362802372
4580d6d1-a9e8-4182-9a56-16f674177040,Data Scientist,9,2,Yes,8,No,13.380292997727308
924936c1-09d4-4874-b471-fe7a8e680389,Data Scientist,9,6,No,3,No,9.988953166833934
03a1405f-99b2-49dd-93cc-fe06c314e64e,Product Manager,9,8,No,10,Yes,9.871069107311946
19bd57d5-012f-44e6-96ac-f61d4dfdda0f,Product Manager,9,9,Yes,1,No,9.674295653504625
f4ffd0d3-7e04-479b-b153-7c037a324440,Product Manager,7,6,No,7,No,6.741464726765134
85a7996b-9930-4a5b-8890-746fda5dd1c5,Product Manager,4,8,No,4,No,13.845692014947563
ecd421c8-1daa-475f-8419-78e136cae8d2,Software Engineer,8,8,No,2,Yes,14.094150539702326
1dfe3f99-e512-4da9-aaca-88482868c656,Marketing Manager,7,6,No,3,Yes,16.803010958003583
e7e34cbe-b777-4b1e-b700-e588f178cd6f,Data Scientist,7,8,No,7,Yes,13.721647577000203
0a7bb0f7-9793-4316-ab73-a6dfd93d434f,Data Scientist,4,9,Yes,7,Yes,15.348552389819929
aded7463-4991-4f93-8096-5672fd19267f,HR Specialist,6,9,No,5,Yes,13.488422188032722
42294113-5095-419d-bc80-873fd8e85132,Data Scientist,3,4,Yes,3,No,18.777432402631145
53bbaf24-bace-4236-8351-97150db27e1b,Product Manager,9,9,No,7,No,8.412391462582809
14987086-9558-4d7c-aea9-f7ee5511e3a9,Product Manager,5,8,No,5,No,5.880224556590823
ce870348-8f39-4af6-be09-ad8af36926c0,Software Engineer,3,1,No,6,No,19.832648201377566
875c4862-a2dc-41b0-afaf-ef89854cfb84,HR Specialist,10,8,Yes,7,Yes,13.147955767281196
0d67a5ff-2e4d-4dff-a564-d929404db7ea,Marketing Manager,3,6,No,2,Yes,16.92551107448739
de4ea9bb-969a-4677-a902-ae64c1430dbc,Data Scientist,3,5,Yes,7,Yes,14.857274381370392
7fda5f0d-d05e-448f-a9aa-beb9016825cd,Product Manager,9,10,Yes,5,No,15.09430807646651
55921ae4-cc34-45d9-9f02-96ed2829316c,Marketing Manager,6,10,No,3,Yes,8.309790423810618
51cfce5a-ceff-4f5c-83a1-9e3c923817cd,Data Scientist,5,2,No,4,No,11.227328561647472
3e2a2fd2-7906-4e6f-966a-00b160644575,HR Specialist,6,7,No,1,No,14.95353645698536
3d7521f0-23ab-46cc-b1a7-0af866f83ba5,HR Specialist,6,1,No,1,No,6.666077710769789
932881fa-db28-4cff-bde6-b3564cdb57e1,Data Scientist,2,1,No,7,Yes,11.754728887284212
ee485b1e-0388-4f85-922f-6589bf429d0b,Software Engineer,9,2,No,10,Yes,5.537125288836208
6a6183ac-bff6-40ae-b5ac-2b761734059b,HR Specialist,7,3,No,5,Yes,12.438670418125422
e9543df1-5ce9-4a80-8859-6325e2450477,Data Scientist,2,2,No,4,No,16.922582748489642
77440afb-d27d-4cf5-afc6-223e22519762,Data Scientist,9,8,No,9,No,12.982978032355557
62dd1eaa-cf46-4427-86a3-a323fee04f84,Product Manager,8,3,No,4,No,19.460551362957805
5096c736-f2f8-4479-b4be-7e62a6c7d472,HR Specialist,8,4,No,5,Yes,9.424916408387368
48a1939b-cdad-4de7-a5db-58970fbb5269,Data Scientist,1,8,No,9,No,7.684989908423132
cfb21347-6466-4743-8f73-f74842996547,Data Scientist,9,8,No,3,No,16.53486842197734
7319f1ad-635a-4a4e-8b2f-403940de4baf,HR Specialist,3,8,No,5,Yes,5.605579354844275
e5807289-fba4-444e-98ca-85ba44c1b605,Product Manager,3,7,No,7,No,15.404996873073234
6c76b122-8aa5-40e5-b2d2-d484fefdc357,Data Scientist,3,4,No,5,Yes,10.8516794994263
1e447155-1f25-4154-b7ad-6eecc18c2e58,Data Scientist,9,9,No,5,Yes,5.344200068957067
4cedd193-6fb8-4136-ac9b-52058ba7ffc8,Software Engineer,1,4,No,7,Yes,7.114991500449988
39972870-92a8-4fb2-a50c-854631713880,Marketing Manager,9,5,No,10,Yes,14.212100403287671
3f2336cf-f1a0-4923-bd40-bce1979a3d11,HR Specialist,4,8,Yes,7,No,6.767800997087651
7b15e825-afd9-4c72-8265-a018fe33a580,HR Specialist,7,3,No,1,Yes,14.81377799108067
da69a513-27d9-4662-9720-3803d9395c44,Marketing Manager,3,2,Yes,4,No,7.223034715735178
dec9d04d-259c-4b5e-8f45-d900feee4585,Product Manager,8,4,No,2,No,14.912141430029724
0cd7da8a-dbc9-4cae-8e12-586c1609d668,Software Engineer,6,7,Yes,8,No,17.793971433876656
32b68701-738f-4c15-9938-cda3af18e602,Marketing Manager,8,9,No,10,No,6.807765052282116
01641fb9-e85a-4101-8aed-0ce84f5a4876,Product Manager,4,6,Yes,9,No,12.86801437077503
1020623b-60ab-4a1f-8fb0-fb53ae9edcb1,Marketing Manager,8,3,Yes,7,Yes,14.857183941695576
fd41c044-2092-4d15-9ff6-2764ca21569e,Marketing Manager,6,10,Yes,4,No,7.2259079482685244
fccb495c-5a8d-441d-b757-c2cbf3530a14,Marketing Manager,6,6,Yes,9,No,8.928937519834758
20dcdc43-1c8e-432b-a407-ad40f5412dfd,HR Specialist,10,9,Yes,4,No,6.520864021756492
560ccac9-bc28-4f14-8d9b-009160db6d75,Marketing Manager,5,7,Yes,1,No,17.844789207986725
b2e96cd7-909e-4f72-8104-0457e13bad53,Software Engineer,10,2,Yes,3,No,7.387819202678792
c5182a69-e44d-415e-af0f-04502f982abc,HR Specialist,1,7,Yes,2,No,13.041455702001363
80711a24-acf8-49f0-9d09-e0f2cede0a91,Data Scientist,3,8,Yes,2,Yes,6.539571449194365
0ec0891c-9b63-4ab2-92a6-387f72ff8f4b,Marketing Manager,8,10,No,8,Yes,11.351123883331718
650f706c-b018-4d39-a643-10a1f47b4a04,HR Specialist,4,8,No,9,Yes,6.677789283039264
8d647f3d-fe63-4c3e-b84b-749d3198c1bb,Product Manager,10,10,No,5,No,9.116348997150201
0f80ce01-4065-4c61-a963-caa248260dbd,Product Manager,4,3,No,6,Yes,6.125969619260095
a01e226d-7d57-474c-83fc-44e33ba60208,Software Engineer,5,2,No,10,Yes,6.422239368674955
b372f19e-7482-49b9-8db8-11218f06bf1a,Software Engineer,1,8,No,4,Yes,9.709756535988177
b33babb2-c798-4c37-88a0-7b60dd735594,HR Specialist,2,10,No,1,No,13.469271362553195
b18ed6ec-c3c1-424d-a07d-5ce36ba7ab29,Data Scientist,6,4,No,6,Yes,18.082862459538262
bfe59685-cee9-4930-ab33-d455be369f95,Product Manager,4,2,Yes,2,No,9.671642579767155
e24e45c2-99ec-47a6-9a0f-41af274e1f8e,Data Scientist,1,7,No,2,Yes,13.60165455366281
d71b82ce-91ee-4297-aa9d-64ca96a98baf,HR Specialist,2,6,No,3,Yes,6.503864376417087
1bc9833b-7260-4bcb-84c0-62007038f1a3,Software Engineer,1,10,Yes,6,No,14.870152860981028
fa3aad8c-9e57-4fdd-b5a7-aaaf5851c288,Data Scientist,1,10,No,5,No,11.813034031839713
e7cbde02-4dd9-4a96-8c65-edcfbab1a8d9,HR Specialist,1,9,No,2,Yes,16.88078160624212
700dbd70-e116-432c-8e4f-0f3250ef490c,Product Manager,7,3,No,4,Yes,11.959337042192905
89d4b955-6db6-4666-bffe-c7c01f3fd2c8,Marketing Manager,7,9,Yes,5,Yes,8.349849624929568
9a61eeef-26a1-4815-9088-8f1c9a5e7a36,Product Manager,4,10,No,5,Yes,11.290913227022433
14445c49-64b2-41d3-b38f-6d29ffdf8f55,Data Scientist,5,5,No,5,Yes,10.465396770806777
54e6032a-1ca0-42ac-9ad6-3aa2abee6445,Data Scientist,10,3,Yes,3,Yes,17.14484363100655
678c0723-851f-45d1-83e1-69e9bb774150,Product Manager,1,4,No,8,Yes,5.178556575640426
2f971bda-a3ad-446f-9498-29ea7bdebbe2,Software Engineer,8,4,No,9,Yes,12.116590064666685
2f0e51ef-f87e-48f5-b74c-07e8182c7b26,Data Scientist,8,3,No,5,No,15.643905314610196
fe8482bf-3f72-46e3-b4f4-4a2a3d616fef,Software Engineer,5,10,No,10,Yes,15.578183326656205
f4d5c8f4-322a-4541-be8d-c96f6d8b01d0,HR Specialist,9,5,No,2,No,17.401445207824658
b83e5ad1-e6d9-440d-99dc-4b3676f9c7f1,Data Scientist,7,9,Yes,4,Yes,9.280161544285612
c4acade9-5768-412d-9306-d351eaa540dc,Marketing Manager,3,6,No,6,No,5.918595687029764
90cb7e1d-30b1-4978-ae27-e58aff1c05a7,Data Scientist,10,3,Yes,7,No,14.626449491743855
dabecc29-2c47-4050-bc4b-1c7e8711988d,Data Scientist,4,5,Yes,9,No,13.873059638434276
e905a482-b1e6-4f67-820c-6985162fbd2d,Software Engineer,7,8,No,2,No,12.398489706699783
aebdb540-0c85-442f-abca-5bc6f8733cd9,HR Specialist,4,6,Yes,8,No,19.716849468802252
821001c5-71bd-452b-969f-7a5f15818a94,HR Specialist,1,2,Yes,3,No,12.745327107937143
eec5674a-4065-48bd-8ba5-5422a5d74459,HR Specialist,8,6,No,10,No,19.80918280497695
86108f0d-4911-4d07-9521-7125e96f981c,Product Manager,4,9,No,9,Yes,14.893927681969902
6781c367-b48d-4fac-85a1-49242352a52f,Product Manager,7,4,No,5,No,19.56975246311468
0064294b-26e0-4d08-ba0a-47a9ae69a760,Data Scientist,2,4,No,5,Yes,15.076064398923148
26c2e2f1-6575-4da0-b0e3-0dab6fbb35e4,Product Manager,4,9,Yes,1,No,13.887362657415858
629f9913-e86a-4ec0-8048-38c6e093b564,HR Specialist,5,6,No,8,Yes,14.918875526486113
539fdb9a-a406-419f-b8ec-f3fb19073203,Marketing Manager,8,3,Yes,1,No,5.895916185818681
0426e67f-bffa-463f-b06a-4e0577c990da,Software Engineer,3,5,No,4,Yes,15.045602668785047
